manf_year,vehicle_name,selling_price,km_driven,fuel_type,seller_type,transmission,owner_type
2012,Hyundai i20 1.2 Sportz,330000,90000,Petrol,Individual,Manual,Third Owner
2010,Hyundai Santro Xing GLS,120000,90000,Petrol,Individual,Manual,Third Owner
2013,Hyundai Verna 1.6 SX CRDi (O),430000,100000,Diesel,Individual,Manual,Second Owner
2012,Nissan Micra Diesel XV Primo,225000,129000,Diesel,Individual,Manual,First Owner
2010,Mahindra Scorpio VLS AT 2.2 mHAWK,350000,186000,Diesel,Individual,Automatic,Second Owner
2009,Tata Sumo LX,100000,66778,Diesel,Individual,Manual,First Owner
2014,Hyundai EON Era Plus,190000,50000,Petrol,Individual,Manual,First Owner
2014,Hyundai i20 Sportz 1.4 CRDi,315000,110000,Diesel,Individual,Manual,Second Owner
2015,Hyundai Grand i10 CRDi Magna,300000,60000,Diesel,Individual,Manual,Second Owner
2016,Renault KWID RXT,280000,40000,Petrol,Individual,Manual,First Owner
2017,Hyundai Tucson 2.0 e-VGT 2WD MT,1650000,55000,Diesel,Dealer,Manual,First Owner
2015,Hyundai EON Era Plus,295000,21000,Petrol,Dealer,Manual,Second Owner
2012,Jaguar XF 5.0 Litre V8 Petrol,2050000,66363,Petrol,Dealer,Automatic,Second Owner
2018,Hyundai Creta 1.6 VTVT AT SX Plus,1475000,11700,Petrol,Dealer,Automatic,First Owner
2017,Hyundai Verna VTVT 1.6 AT SX Option,1100000,10000,Petrol,Individual,Automatic,First Owner
2014,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,4400000,100000,Diesel,Individual,Automatic,Second Owner
2015,Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
2017,Volkswagen Polo GTI,850000,20000,Petrol,Dealer,Automatic,Second Owner
2015,Renault Pulse RxL,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner
2014,Honda Brio V MT,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner
2015,Hyundai Creta 1.6 SX Automatic Diesel,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner
2015,Honda City i VTEC V,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner
2019,Hyundai Elite i20 Asta Option CVT BSIV,720000,3000,Petrol,Individual,Automatic,First Owner
2018,Toyota Innova Crysta 2.4 GX AT,1725000,23974,Diesel,Dealer,Automatic,Second Owner
2018,Tata Tiago 1.2 Revotron XZ,539000,10000,Petrol,Individual,Manual,First Owner
2004,OpelCorsa 1.6Gls,142000,73000,Petrol,Individual,Manual,Fourth & Above Owner
2014,Hyundai EON D Lite,180000,76000,Petrol,Individual,Manual,Second Owner
2014,Chevrolet Tavera Neo 3 Max 9 Str BSIII,400000,120000,Diesel,Individual,Manual,Second Owner
2009,Mahindra Scorpio VLX 2WD ABS AT BSIII,360000,170000,Diesel,Individual,Automatic,Third Owner
2003,Hyundai Santro Xing XG,85000,110000,Petrol,Individual,Manual,Second Owner
2016,Honda Brio 1.2 S MT,350000,63400,Petrol,Individual,Manual,First Owner
2015,Datsun GO Plus T BSIV,380000,25000,Petrol,Individual,Manual,First Owner
2009,Hyundai i10 Era,140000,80000,Petrol,Individual,Manual,Third Owner
2011,Hyundai Santro Xing GL,150000,157000,Petrol,Individual,Manual,First Owner
2012,Tata Indica Vista Quadrajet LS,150000,80000,Diesel,Individual,Manual,Second Owner
2007,Mahindra Bolero SLX 2WD,300000,100000,Diesel,Individual,Manual,Second Owner
2017,Renault KWID RXT,280000,50000,Petrol,Individual,Manual,First Owner
2009,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,110000,38500,Petrol,Individual,Manual,Second Owner
2008,Hyundai i10 Magna,140000,103921,Petrol,Individual,Manual,Second Owner
2020,Hyundai Creta 1.4 EX Diesel,1050000,10000,Diesel,Individual,Manual,First Owner
2018,Honda City i-VTEC VX,1150000,14825,Petrol,Dealer,Manual,First Owner
2016,Honda BR-V i-DTEC VX MT,910000,43377,Diesel,Dealer,Manual,First Owner
2010,Ford Figo Diesel Titanium,160000,102307,Diesel,Dealer,Manual,First Owner
2014,Skoda Octavia Elegance 2.0 TDI AT,1200000,135000,Diesel,Individual,Automatic,Third Owner
2018,Renault KWID 1.0 RXT Optional,300000,10500,Petrol,Individual,Manual,First Owner
2012,Chevrolet Beat Diesel,160000,110000,Diesel,Individual,Manual,First Owner
2012,Chevrolet Beat Diesel LS,160000,50000,Diesel,Individual,Manual,First Owner
2013,Chevrolet Sail Hatchback LT ABS,225000,80000,Diesel,Individual,Manual,First Owner
2018,Honda Jazz 1.5 VX i DTEC,790000,19571,Diesel,Dealer,Manual,First Owner
2002,Honda City 1.3 EXI,145000,100000,Petrol,Individual,Manual,First Owner
2018,Honda City i-VTEC ZX,1200000,29600,Petrol,Dealer,Manual,First Owner
2018,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,930000,20000,Diesel,Individual,Manual,First Owner
2016,Hyundai EON D Lite,210000,30000,Petrol,Individual,Manual,First Owner
2008,Hyundai Getz 1.5 CRDi GVS,110000,154000,Diesel,Individual,Manual,Third Owner
2017,Renault Lodgy Stepway 85PS RXZ 8S,650000,40000,Diesel,Individual,Manual,First Owner
2017,Renault Captur 1.5 Diesel RXT,825000,13500,Diesel,Individual,Manual,First Owner
2016,Toyota Etios 1.5 V,509999,35000,Petrol,Individual,Manual,First Owner
2013,Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual,Second Owner
2018,Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic,First Owner
2013,Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic,First Owner
2019,BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic,First Owner
2016,Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual,First Owner
2017,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic,First Owner
2017,Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic,First Owner
2016,Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual,First Owner
2017,Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
2012,Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual,First Owner
2013,Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic,First Owner
2005,Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual,First Owner
2012,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual,First Owner
2015,Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
2013,Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual,Second Owner
2018,Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic,First Owner
2013,Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic,First Owner
2019,BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic,First Owner
2016,Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual,First Owner
2017,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic,First Owner
2017,Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic,First Owner
2016,Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual,First Owner
2017,Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
2012,Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual,First Owner
2013,Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic,First Owner
2005,Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual,First Owner
2012,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual,First Owner
2015,Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
2011,Chevrolet Spark 1.0 LS,140000,60000,Petrol,Individual,Manual,Second Owner
2018,Datsun GO Plus A Option Petrol,450000,10000,Petrol,Individual,Manual,Second Owner
2006,Hyundai Accent CRDi,170000,245244,Diesel,Individual,Manual,Fourth & Above Owner
2017,Renault KWID 1.0 RXT Optional,400000,60000,Petrol,Individual,Manual,First Owner
2016,Tata Tiago 1.2 Revotron XE,300000,30000,Petrol,Individual,Manual,First Owner
2019,Tata Tigor 1.2 Revotron XM,500000,10000,Petrol,Individual,Manual,First Owner
2002,Hyundai Accent CRDi,85000,100000,Diesel,Individual,Manual,Third Owner
2012,Nissan Sunny Diesel XL,300000,110000,Diesel,Individual,Manual,First Owner
2005,Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual,First Owner
2015,Mahindra XUV500 AT W8 FWD,740000,45000,Diesel,Dealer,Automatic,First Owner
2005,Hyundai Santro Xing XG,70000,68500,Petrol,Dealer,Manual,First Owner
2019,Hyundai Santro Sportz AMT,484999,5007,Petrol,Dealer,Automatic,First Owner
2013,Nissan Micra Active XV S,164000,30000,Petrol,Individual,Manual,First Owner
2008,Honda City 1.5 V AT,140000,70000,Petrol,Individual,Automatic,First Owner
2011,Mercedes-Benz E-Class E250 CDI Elegance,999000,49600,Diesel,Dealer,Automatic,First Owner
2006,BMW 7 Series 730Ld,1050000,30000,Diesel,Dealer,Automatic,First Owner
2010,Hyundai Verna 1.6 VTVT,190000,38000,Petrol,Dealer,Manual,First Owner
2018,Audi Q5 3.0 TDI Quattro Technology,3899000,22000,Diesel,Dealer,Automatic,First Owner
2011,Hyundai i10 Sportz 1.2,235000,43100,Petrol,Dealer,Manual,First Owner
2017,Datsun GO Plus T,350000,10171,Petrol,Dealer,Manual,First Owner
2015,Renault Duster 110PS Diesel RxL,465000,41123,Diesel,Dealer,Manual,First Owner
2017,Toyota Camry Hybrid 2.5,1900000,20118,Petrol,Dealer,Automatic,First Owner
2014,Honda City i DTec SV,450000,40000,Diesel,Dealer,Manual,First Owner
2015,Volkswagen Jetta 2.0L TDI Highline,790000,52517,Diesel,Dealer,Manual,First Owner
2019,Mahindra Marazzo M2 8Str,900000,20000,Diesel,Individual,Manual,First Owner
2014,Ford Ecosport 1.5 DV5 MT Titanium Optional,450000,99117,Diesel,Dealer,Manual,First Owner
2009,Chevrolet Spark 1.0 LS,135000,90000,Petrol,Individual,Manual,First Owner
2010,Tata Indica Vista Terra 1.4 TDI,100000,80000,Diesel,Individual,Manual,First Owner
2015,Ford EcoSport 1.5 TDCi Titanium BSIV,650000,100000,Diesel,Individual,Manual,Second Owner
2011,Tata Indica Vista Aqua 1.4 TDI,90000,54000,Diesel,Individual,Manual,First Owner
2017,Hyundai EON Era Plus,250000,19000,Petrol,Individual,Manual,First Owner
2017,Honda BRV i-VTEC V MT,600000,43500,Petrol,Individual,Manual,First Owner
2016,Renault KWID RXT,270000,60000,Petrol,Individual,Manual,Second Owner
2016,Renault KWID RXT Optional,240000,70000,Petrol,Individual,Manual,Second Owner
2014,Skoda Octavia Elegance 2.0 TDI AT,1200000,135000,Diesel,Individual,Automatic,Third Owner
2012,Chevrolet Beat Diesel LS,160000,50000,Diesel,Individual,Manual,First Owner
2018,Honda Jazz 1.5 VX i DTEC,790000,19571,Diesel,Dealer,Manual,First Owner
2018,Honda City i-VTEC ZX,1200000,29600,Petrol,Dealer,Manual,First Owner
2017,Renault Captur 1.5 Diesel RXT,825000,13500,Diesel,Individual,Manual,First Owner
2018,Audi A4 30 TFSI Technology,3100000,22000,Petrol,Individual,Automatic,First Owner
2018,Honda Amaze VX Diesel BSIV,780000,25000,Diesel,Dealer,Manual,First Owner
2010,Toyota Corolla Altis 1.8 VL AT,350000,80000,Petrol,Individual,Automatic,Third Owner
2018,Honda Amaze VX Petrol BSIV,690000,39000,Petrol,Dealer,Manual,First Owner
2018,Honda Amaze VX Diesel BSIV,790000,49000,Diesel,Dealer,Manual,First Owner
2018,Honda Amaze VX i-VTEC,680000,48600,Petrol,Dealer,Manual,First Owner
2017,Hyundai Grand i10 Asta Option,540000,20000,Petrol,Individual,Manual,Second Owner
2016,Mahindra KUV 100 mFALCON G80 K2,425000,25000,Petrol,Individual,Manual,First Owner
2015,Renault Lodgy 85PS RxL,715000,35000,Diesel,Individual,Manual,First Owner
2007,Hyundai Verna CRDi ABS,175000,80000,Diesel,Individual,Manual,Second Owner
1998,Mercedes-Benz E-Class 230,1000000,35000,Petrol,Individual,Automatic,Second Owner
2014,Tata Xenon XT EX 4X2,291000,90000,Diesel,Individual,Manual,First Owner
2016,Renault KWID 1.0 RXT Optional,350000,20000,Petrol,Individual,Manual,First Owner
2012,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),440000,70000,Diesel,Dealer,Manual,First Owner
2013,Hyundai Santro Xing GLS,270000,60000,Petrol,Individual,Manual,First Owner
2014,Toyota Innova 2.5 V Diesel 7-seater,1150000,135000,Diesel,Dealer,Manual,First Owner
2013,Mercedes-Benz B Class B180 Sports,1100000,40000,Petrol,Individual,Automatic,Second Owner
2015,Mahindra XUV500 W10 2WD,1200000,75000,Diesel,Dealer,Manual,Second Owner
2010,Skoda Fabia 1.2L Diesel Ambiente,260000,150000,Diesel,Individual,Manual,First Owner
2012,Toyota Etios VD,350000,140000,Diesel,Individual,Manual,Third Owner
2015,Toyota Etios Liva VD,480000,70000,Diesel,Individual,Manual,First Owner
2012,Toyota Etios Liva GD,345000,137250,Diesel,Individual,Manual,Second Owner
2013,Mahindra Scorpio M2DI,500000,110000,Diesel,Individual,Manual,Second Owner
2017,Hyundai Grand i10 Asta Option,595000,27000,Petrol,Dealer,Manual,First Owner
2019,Hyundai Verna CRDi 1.6 SX Option,1295000,9000,Diesel,Dealer,Manual,First Owner
2019,Volkswagen Vento 1.5 TDI Highline BSIV,1350000,5400,Diesel,Dealer,Manual,Test Drive Car
2020,Renault KWID Climber 1.0 MT Opt BSIV,541000,1000,Petrol,Dealer,Manual,Test Drive Car
2018,Hyundai Santro Asta,515000,16000,Petrol,Dealer,Manual,First Owner
2019,Ford Figo Aspire Titanium Plus Diesel,894999,13000,Diesel,Dealer,Manual,Test Drive Car
2012,Renault Pulse RxZ Optional,325000,47000,Diesel,Dealer,Manual,First Owner
2017,Nissan Terrano XL P,844999,30000,Petrol,Individual,Manual,First Owner
2013,Tata Manza Club Class Quadrajet90 LX,300000,60000,Diesel,Individual,Manual,First Owner
2008,Toyota Camry M/t,650000,75000,Petrol,Individual,Manual,Second Owner
2017,Renault Duster 85PS Diesel RxZ,600000,90000,Diesel,Individual,Manual,First Owner
2003,Toyota Corolla H3,95000,120000,Petrol,Individual,Automatic,Second Owner
2013,Tata Safari DICOR 2.2 EX 4x2,380000,100000,Diesel,Individual,Manual,First Owner
2018,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,550000,31000,Petrol,Dealer,Manual,First Owner
2018,Tata Nexon 1.2 Revotron XM,570000,11200,Petrol,Individual,Manual,First Owner
2017,Mahindra Bolero B4,800000,75000,Diesel,Dealer,Manual,First Owner
2009,Chevrolet Beat Diesel LT Option,195000,57000,Diesel,Dealer,Manual,Second Owner
2013,Renault Duster 85PS Diesel RxE,450000,73000,Diesel,Dealer,Manual,First Owner
2007,Hyundai Santro GLS I - Euro II,135000,85000,Petrol,Dealer,Manual,First Owner
2010,Chevrolet Spark 1.0 PS,110000,73000,Petrol,Individual,Manual,First Owner
2009,Toyota Innova 2.5 V Diesel 8-seater,350000,350000,Diesel,Individual,Manual,First Owner
2018,Hyundai EON Era Plus,270000,20000,Petrol,Individual,Manual,First Owner
2013,Ford Figo Diesel Celebration Edition,285000,90000,Diesel,Individual,Manual,Second Owner
2011,Toyota Innova 2.5 E Diesel MS 7-seater,665000,267000,Diesel,Individual,Manual,Second Owner
2005,Mahindra Scorpio 2.6 CRDe,175000,250000,Diesel,Individual,Manual,Second Owner
2011,Mahindra Xylo D2,350000,140000,Diesel,Individual,Manual,Second Owner
2018,Honda City i-VTEC CVT ZX,1225000,22000,Petrol,Dealer,Automatic,First Owner
2010,Honda Jazz Select Edition Active,285000,60000,Petrol,Dealer,Manual,Second Owner
2018,Honda City i-VTEC VX,1000000,28635,Petrol,Dealer,Manual,First Owner
2018,Honda Amaze VX Diesel BSIV,780000,32114,Diesel,Dealer,Manual,First Owner
2018,Honda Amaze VX i-VTEC,625000,68458,Petrol,Dealer,Manual,First Owner
2014,Honda City i DTEC V,515000,90000,Diesel,Individual,Manual,Second Owner
2016,Hyundai EON D Lite,210000,30000,Petrol,Individual,Manual,First Owner
2015,Toyota Innova 2.5 GX (Diesel) 7 Seater,940000,128000,Diesel,Individual,Manual,First Owner
2013,Nissan Terrano XV Premium 110 PS,750000,80000,Diesel,Individual,Manual,First Owner
2015,Nissan Sunny XV D Premium Leather,450000,50000,Diesel,Individual,Manual,First Owner
2012,Toyota Etios Liva GD,409999,56000,Diesel,Individual,Manual,First Owner
2018,Hyundai EON 1.0 Era Plus,100000,21302,Petrol,Individual,Manual,First Owner
2016,Hyundai i20 Active 1.4 SX,650000,100000,Diesel,Individual,Manual,First Owner
2017,Mahindra TUV 300 T8,650000,80000,Diesel,Individual,Manual,First Owner
2010,Hyundai Getz 1.3 GLS,150000,105546,Petrol,Individual,Manual,First Owner
2018,Toyota Etios Liva 1.2 V,500000,10000,Petrol,Individual,Manual,First Owner
2012,Toyota Innova 2.5 GX 7 STR BSIV,1000000,80000,Diesel,Individual,Manual,Second Owner
2013,Hyundai i20 Magna Optional 1.2,340000,35000,Petrol,Individual,Manual,First Owner
2019,Hyundai Elite i20 Asta Option BSIV,800000,11240,Petrol,Individual,Manual,First Owner
2013,Toyota Innova 2.5 G (Diesel) 8 Seater,1010000,120000,Diesel,Individual,Manual,First Owner
2011,Toyota Etios GD,350000,120000,Diesel,Individual,Manual,Third Owner
2014,Mahindra Scorpio VLX 2WD BSIV,700000,130000,Diesel,Individual,Manual,Third Owner
2019,Renault KWID RXL,265000,40000,Petrol,Individual,Manual,First Owner
2011,Honda City 1.5 S MT,310000,110000,Petrol,Individual,Manual,First Owner
2014,Honda City i DTEC VX,700000,130000,Diesel,Individual,Manual,First Owner
2015,Honda Amaze E i-Dtech,300000,104000,Diesel,Individual,Manual,Second Owner
2003,Honda City 1.3 EXI,120000,132343,Petrol,Individual,Manual,Second Owner
2016,Hyundai Creta 1.4 CRDi S Plus,950000,90000,Diesel,Individual,Manual,Second Owner
2015,Honda Jazz 1.5 SV i DTEC,450000,76000,Diesel,Individual,Manual,First Owner
2009,Mahindra Renault Logan 1.6 Petrol GLSX,200000,30000,Petrol,Individual,Manual,Second Owner
2010,Tata Indigo LS,250000,96000,Diesel,Individual,Manual,Second Owner
2018,Mahindra Marazzo M8 8Str,1300000,10000,Diesel,Individual,Manual,First Owner
2017,Toyota Etios Liva 1.4 VD,425000,36000,Diesel,Dealer,Manual,First Owner
2017,Honda Amaze VX O iDTEC,550000,12997,Diesel,Dealer,Manual,First Owner
2018,Hyundai Verna CRDi 1.6 SX Option,1150000,26430,Diesel,Dealer,Manual,First Owner
2013,Ford Ecosport 1.0 Ecoboost Titanium Optional,350000,100000,Petrol,Individual,Manual,First Owner
2013,Mahindra XUV500 W8 2WD,750000,41988,Diesel,Dealer,Manual,First Owner
2017,Renault KWID Climber 1.0 AMT BSIV,350000,7658,Petrol,Dealer,Automatic,First Owner
2017,Renault KWID RXL BSIV,325000,18500,Petrol,Dealer,Manual,First Owner
2012,Mahindra XUV500 W8 2WD,711000,53600,Diesel,Dealer,Manual,First Owner
2015,Toyota Innova 2.5 G (Diesel) 8 Seater,851000,53652,Diesel,Dealer,Manual,First Owner
2013,Hyundai Verna SX Diesel,550000,42324,Diesel,Dealer,Manual,Second Owner
2016,Mahindra XUV500 W10 1.99 mHawk,1044999,65000,Diesel,Dealer,Manual,First Owner
2012,Mahindra Scorpio EX,550000,60236,Diesel,Dealer,Manual,First Owner
2009,Mahindra Xylo E8,290000,100000,Diesel,Individual,Manual,Second Owner
2008,Fiat 500 Lounge,250999,110000,Diesel,Individual,Manual,First Owner
2019,Renault Triber RXT BSIV,600000,10300,Petrol,Individual,Manual,First Owner
2014,Fiat Grande Punto EVO 1.3 Active,270000,120000,Diesel,Individual,Manual,Second Owner
2012,Tata New Safari 4X4 EX,550000,142000,Diesel,Individual,Manual,First Owner
2017,Mahindra TUV 300 mHAWK100 T8,800000,25000,Diesel,Individual,Manual,First Owner
2020,Tata Altroz XE,500000,5000,Petrol,Individual,Manual,First Owner
2016,Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual,First Owner
2016,Hyundai Grand i10 1.2 Kappa Sportz BSIV,396000,28643,Petrol,Dealer,Manual,First Owner
2014,Honda City i DTEC VX,600000,50000,Diesel,Individual,Manual,First Owner
2020,Hyundai Santro Sportz BSIV,520000,5000,Petrol,Individual,Manual,First Owner
2018,Mahindra XUV500 AT W10 FWD,1400000,30000,Diesel,Individual,Automatic,First Owner
2013,Chevrolet Beat Diesel LS,195000,47253,Diesel,Dealer,Manual,First Owner
2010,Tata Indica GLS BS IV,75000,110000,Petrol,Individual,Manual,Second Owner
2014,Hyundai Grand i10 Sportz,400000,25000,Petrol,Individual,Manual,First Owner
2009,Tata Indica Vista Terra 1.4 TDI,93000,70000,Diesel,Individual,Manual,Second Owner
2016,Hyundai i20 Active S Petrol,560000,68523,Petrol,Dealer,Manual,First Owner
2019,Hyundai EON 1.0 Era Plus,400000,5000,Petrol,Individual,Manual,First Owner
2018,Tata Tigor 1.2 Revotron XT,459999,40000,Petrol,Individual,Manual,First Owner
2017,Hyundai Xcent 1.2 CRDi E,450000,43000,Diesel,Individual,Manual,First Owner
2010,Hyundai i20 1.2 Era,250000,34500,Petrol,Individual,Manual,Second Owner
2000,Ford Ikon 1.4 ZXi,22000,42743,Petrol,Dealer,Manual,Third Owner
2013,Chevrolet Beat Diesel LS,130000,93900,Diesel,Individual,Manual,Second Owner
2012,Chevrolet Beat Diesel LS,120000,110000,Diesel,Individual,Manual,First Owner
2011,BMW 7 Series 730Ld,1700000,100000,Diesel,Individual,Automatic,Second Owner
2012,Chevrolet Optra Magnum 2.0 LT,300000,25000,Diesel,Individual,Manual,First Owner
2012,Chevrolet Optra Magnum 2.0 LT,300000,25000,Diesel,Individual,Manual,First Owner
2019,Ford Endeavour 3.2 Titanium AT 4X4,3200000,20000,Diesel,Individual,Automatic,First Owner
2013,Chevrolet Spark 1.0 LT,240000,10000,Petrol,Individual,Manual,First Owner
2018,Honda WR-V i-DTEC VX,700000,30000,Diesel,Individual,Manual,First Owner
2010,Hyundai Accent GLX,145000,110000,Petrol,Individual,Manual,Second Owner
2016,Mahindra KUV 100 mFALCON G80 K2 Plus,420000,21000,Petrol,Individual,Manual,First Owner
2007,Mitsubishi Montero 3.2 MT,750000,180000,Diesel,Individual,Manual,First Owner
2012,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,198000,70000,Diesel,Individual,Manual,Second Owner
2013,Hyundai i20 Magna Optional 1.4 CRDi,420000,50000,Diesel,Individual,Manual,First Owner
2013,Hyundai i20 Magna Optional 1.4 CRDi,420000,50000,Diesel,Individual,Manual,First Owner
2004,Ford Endeavour 4x2 XLT,195000,120000,Diesel,Individual,Manual,First Owner
2012,Hyundai EON Sportz,150000,55766,Petrol,Individual,Manual,Second Owner
2011,Nissan Micra XL,275000,40000,Petrol,Individual,Manual,Second Owner
2013,Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual,Second Owner
2015,Tata Indigo CS LX (TDI) BS-III,225000,68745,Diesel,Dealer,Manual,First Owner
2019,Mahindra Bolero Power Plus SLX,860000,35000,Diesel,Individual,Manual,First Owner
2016,Mahindra XUV500 W6 2WD,900000,47000,Diesel,Individual,Manual,First Owner
2013,Tata Indigo TDI,182000,100000,Diesel,Individual,Manual,First Owner
2010,Tata Indica Vista Terra 1.4 TDI,100000,80000,Diesel,Individual,Manual,First Owner
2006,Hyundai Santro Xing XL eRLX Euro III,100000,40000,Petrol,Individual,Manual,Second Owner
2018,Tata Tiago XZA AMT,525000,10980,Petrol,Dealer,Automatic,First Owner
2016,Hyundai EON Era Plus,320000,24662,Petrol,Dealer,Manual,First Owner
2014,Nissan Evalia XV,650000,28245,Diesel,Dealer,Manual,First Owner
2017,Hyundai Grand i10 1.2 CRDi Sportz Option,575000,27005,Diesel,Dealer,Manual,First Owner
2014,Hyundai i10 Magna,355000,39227,Petrol,Dealer,Manual,First Owner
2016,Mahindra KUV 100 D75 K4 Plus 5Str,470000,31367,Diesel,Dealer,Manual,First Owner
2009,Hyundai Santro Xing GLS,195000,27005,Petrol,Dealer,Manual,First Owner
2010,Hyundai i10 Magna 1.2,400000,50000,Petrol,Individual,Manual,First Owner
2012,Tata Manza Aura (ABS) Quadrajet BS IV,295000,80000,Diesel,Individual,Manual,Second Owner
2015,Fiat Linea 1.3 Multijet Emotion,550000,113600,Diesel,Individual,Manual,First Owner
2008,Hyundai Santro Xing GLS,190000,70000,Petrol,Individual,Manual,Third Owner
2018,Ford Aspire Titanium Plus Diesel BSIV,861999,20000,Diesel,Dealer,Manual,First Owner
2018,Ford Aspire Titanium Plus BSIV,782000,14000,Petrol,Dealer,Manual,First Owner
2018,Ford Freestyle Titanium Plus Diesel BSIV,836000,26000,Diesel,Dealer,Manual,First Owner
2016,Honda City i VTEC V,696000,138925,Petrol,Dealer,Manual,First Owner
2016,Honda Jazz 1.5 VX i DTEC,596000,121764,Diesel,Dealer,Manual,First Owner
2016,Honda Jazz 1.2 VX i VTEC,612000,105429,Petrol,Dealer,Manual,First Owner
2017,Tata Bolt Quadrajet XE,340000,60000,Diesel,Individual,Manual,First Owner
2008,Chevrolet Aveo U-VA 1.2 LT,114999,70000,Petrol,Individual,Manual,Third Owner
2019,Tata Nexon 1.2 Revotron XZ Plus,715000,8000,Petrol,Individual,Manual,First Owner
2014,Hyundai i20 Asta (o),525000,54000,Petrol,Dealer,Manual,Second Owner
2012,Volkswagen Jetta 2.0L TDI Highline AT,735000,55300,Diesel,Dealer,Automatic,First Owner
2016,Honda Amaze S i-VTEC,495000,11958,Petrol,Dealer,Manual,First Owner
2017,Hyundai Creta 1.6 SX Option,1025000,9000,Petrol,Dealer,Manual,First Owner
2015,Mahindra XUV500 W8 2WD,750000,70000,Diesel,Individual,Manual,First Owner
2013,Renault Duster 85PS Diesel RxL Optional,600000,120000,Diesel,Individual,Manual,First Owner
2014,Hyundai i20 Asta 1.2,475000,23122,Petrol,Dealer,Manual,Second Owner
2007,Hyundai Santro Xing XO,80000,58000,Petrol,Dealer,Manual,Second Owner
2013,Mahindra Bolero 2011-2019 SLE,325000,62200,Diesel,Dealer,Manual,First Owner
2014,Audi A6 2.0 TDI Premium Plus,1470000,34000,Diesel,Dealer,Automatic,Second Owner
2015,Fiat Avventura MULTIJET Emotion,350000,53000,Diesel,Individual,Manual,Second Owner
2013,Audi A8 4.2 TDI,2800000,49000,Diesel,Dealer,Automatic,First Owner
2017,Datsun RediGO 1.0 S,210000,15000,Petrol,Dealer,Manual,Second Owner
2012,Chevrolet Cruze LT,349000,44500,Diesel,Dealer,Manual,Second Owner
2013,Volkswagen Jetta 1.4 TSI Comfortline,450000,50000,Petrol,Individual,Manual,First Owner
2013,Audi A4 2.0 TDI 177 Bhp Premium Plus,1150000,53000,Diesel,Dealer,Automatic,First Owner
2009,Honda Civic 1.8 V AT,210000,63500,Petrol,Dealer,Automatic,First Owner
2018,Mercedes-Benz E-Class Exclusive E 200 BSIV,4500000,9800,Petrol,Dealer,Automatic,First Owner
2017,Volkswagen Polo GTI,825000,13599,Petrol,Dealer,Automatic,First Owner
